id,carbono_estoque_g.m2,data_coleta_ano,coord_x,coord_y
ctb0003-sm-dnos-081,3604,2009,-53.798624,-29.647548
ctb0003-sm-dnos-082,2104,2009,-53.800643,-29.646427
ctb0003-sm-dnos-083,3168,2009,-53.801826,-29.646066
ctb0003-sm-dnos-084,4235,2009,-53.802176,-29.648401
ctb0003-sm-dnos-085,2997,2009,-53.800361,-29.651218
ctb0003-sm-dnos-086,4446,2009,-53.79877,-29.651636
ctb0003-sm-dnos-087,4810,2009,-53.797196,-29.650298
ctb0003-sm-dnos-088,2754,2009,-53.796987,-29.649121
ctb0003-sm-dnos-089,3737,2009,-53.794885,-29.649711
ctb0003-sm-dnos-090,4057,2009,-53.795826,-29.650713
ctb0003-sm-dnos-091,4277,2009,-53.796188,-29.652779
ctb0003-sm-dnos-092,2754,2009,-53.794408,-29.654742
ctb0003-sm-dnos-093,3704,2009,-53.797649,-29.657177
ctb0003-sm-dnos-094,2252,2009,-53.800373,-29.655175
ctb0003-sm-dnos-095,5789,2009,-53.806399,-29.654389
ctb0003-sm-dnos-096,7241,2009,-53.804268,-29.656062
ctb0003-sm-dnos-097,4228,2009,-53.805302,-29.657426
ctb0003-sm-dnos-098,6210,2009,-53.807257,-29.657608
ctb0003-sm-dnos-099,2491,2009,-53.80759,-29.656464
ctb0003-sm-dnos-100,6361,2009,-53.809483,-29.655057
ctb0003-sm-dnos-101,3067,2009,-53.810455,-29.653456
ctb0003-sm-dnos-102,6955,2009,-53.813868,-29.653407
ctb0003-sm-dnos-103,5213,2009,-53.815807,-29.651554
ctb0003-sm-dnos-104,5216,2009,-53.817632,-29.649864
ctb0003-sm-dnos-105,4192,2009,-53.818873,-29.647536
ctb0003-sm-dnos-106,6293,2009,-53.820936,-29.647208
ctb0003-sm-dnos-107,10627,2009,-53.819961,-29.644967
ctb0003-sm-dnos-108,5184,2009,-53.817577,-29.645775
ctb0003-sm-dnos-109,3758,2009,-53.816721,-29.644392
ctb0003-sm-dnos-110,6782,2009,-53.816153,-29.646251
ctb0003-sm-dnos-111,6010,2009,-53.816611,-29.648404
ctb0003-sm-dnos-112,5600,2009,-53.811275,-29.6551
ctb0003-sm-dnos-113,3542,2009,-53.807366,-29.653931
ctb0003-sm-dnos-114,2268,2009,-53.808993,-29.651437
ctb0003-sm-dnos-115,5281,2009,-53.812923,-29.649653
ctb0003-sm-dnos-116,1584,2009,-53.813232,-29.65128
ctb0003-sm-dnos-117,2180,2009,-53.814701,-29.649635
ctb0003-sm-dnos-118,6623,2009,-53.81388,-29.647975
ctb0003-sm-dnos-119,6336,2009,-53.814177,-29.646382
ctb0003-sm-dnos-120,2891,2009,-53.814058,-29.644258
ctb0003-sm-dnos-121,5403,2009,-53.812037,-29.643926
ctb0003-sm-dnos-122,1521,2009,-53.810899,-29.641713
ctb0003-sm-dnos-123,5098,2009,-53.803386,-29.649988
ctb0003-sm-dnos-124,2243,2009,-53.80643,-29.649006
ctb0003-sm-dnos-125,1539,2009,-53.808957,-29.648853
ctb0003-sm-dnos-126,2394,2009,-53.811243,-29.649264
ctb0003-sm-dnos-127,1620,2009,-53.811811,-29.647241
ctb0003-sm-dnos-128,1195,2009,-53.808963,-29.64702
ctb0003-sm-dnos-129,1584,2009,-53.806336,-29.647018
ctb0003-sm-dnos-130,1480,2009,-53.804158,-29.647128
ctb0003-sm-dnos-131,1566,2009,-53.805031,-29.643413
ctb0003-sm-dnos-132,2770,2009,-53.804305,-29.645335
ctb0003-sm-dnos-133,1566,2009,-53.80691,-29.644425
ctb0003-sm-dnos-134,3475,2009,-53.809659,-29.64505
ctb0003-sm-dnos-135,3742,2009,-53.812042,-29.645162
ctb0003-sm-dnos-136,5148,2009,-53.814595,-29.641137
ctb0003-sm-dnos-137,2462,2009,-53.814757,-29.642793
ctb0003-sm-dnos-138,2563,2009,-53.809797,-29.642767
ctb0003-sm-dnos-139,2932,2009,-53.806685,-29.641557
ctb0003-sm-dnos-140,4996,2009,-53.787549,-29.641442
ctb0003-sm-dnos-141,1966,2009,-53.790576,-29.642679
ctb0003-sm-dnos-142,4043,2009,-53.788381,-29.63922
ctb0003-sm-dnos-143,6863,2009,-53.786019,-29.637508
ctb0003-sm-dnos-144,5462,2009,-53.788554,-29.637093
ctb0003-sm-dnos-145,6082,2009,-53.785555,-29.634745
ctb0003-sm-dnos-146,5663,2009,-53.782922,-29.63555
ctb0003-sm-dnos-147,4450,2009,-53.770017,-29.640732
ctb0003-sm-dnos-148,5341,2009,-53.773006,-29.640575
ctb0003-sm-dnos-149,6615,2009,-53.775973,-29.639462
ctb0003-sm-dnos-150,1326,2009,-53.776691,-29.637458
ctb0003-sm-dnos-151,5063,2009,-53.773347,-29.637918
ctb0003-sm-dnos-152,5184,2009,-53.770344,-29.638366
ctb0003-sm-dnos-153,4586,2009,-53.774149,-29.6352
ctb0003-sm-dnos-154,4244,2009,-53.770128,-29.635703
ctb0003-sm-dnos-155,4788,2009,-53.770967,-29.633143
ctb0003-sm-dnos-156,5472,2009,-53.775819,-29.630383
ctb0003-sm-dnos-157,6502,2009,-53.771754,-29.630468
ctb0003-sm-dnos-158,5364,2009,-53.772261,-29.627864
ctb0003-sm-dnos-159,2696,2009,-53.793845,-29.641301
ctb0003-sm-dnos-160,5332,2009,-53.795824,-29.63928
ctb0003-sm-dnos-161,2981,2009,-53.792181,-29.639704
ctb0003-sm-dnos-162,3398,2009,-53.793533,-29.637754
ctb0003-sm-dnos-163,2765,2009,-53.791644,-29.637043
ctb0003-sm-dnos-164,3607,2009,-53.79277,-29.634679
ctb0003-sm-dnos-165,2664,2009,-53.793491,-29.632815
ctb0003-sm-dnos-166,1620,2009,-53.792412,-29.632731
ctb0003-sm-dnos-167,2772,2009,-53.789929,-29.631019
ctb0003-sm-dnos-168,13200,2009,-53.789562,-29.633504
ctb0003-sm-dnos-169,2952,2009,-53.808173,-29.640348
ctb0003-sm-dnos-170,1933,2009,-53.791219,-29.659826
ctb0003-sm-dnos-171,1647,2009,-53.791357,-29.661561
ctb0003-sm-dnos-172,1814,2009,-53.790273,-29.661112
ctb0003-sm-dnos-173,4239,2009,-53.788316,-29.660327
ctb0003-sm-dnos-174,2844,2009,-53.791491,-29.657305
ctb0003-sm-dnos-175,3393,2009,-53.788747,-29.656993
ctb0003-sm-dnos-176,2290,2009,-53.785327,-29.65311
ctb0003-sm-dnos-177,5832,2009,-53.783219,-29.651386
ctb0003-sm-dnos-178,4272,2009,-53.783879,-29.649234
ctb0003-sm-dnos-179,3251,2009,-53.780514,-29.648612
ctb0003-sm-dnos-180,4185,2009,-53.778733,-29.646016
ctb0003-sm-dnos-181,4838,2009,-53.777791,-29.644165
ctb0003-sm-dnos-182,2404,2009,-53.77652,-29.642462
ctb0003-sm-dnos-183,1386,2009,-53.772698,-29.64255
ctb0003-sm-dnos-184,7371,2009,-53.773951,-29.632775
ctb0003-sm-dnos-185,4550,2009,-53.77524,-29.62796
ctb0003-sm-dnos-186,2743,2009,-53.779236,-29.630274
ctb0003-sm-dnos-187,5386,2009,-53.779139,-29.628052
ctb0003-sm-dnos-188,6255,2009,-53.783342,-29.627437
ctb0003-sm-dnos-189,4342,2009,-53.785368,-29.628124
ctb0003-sm-dnos-190,3081,2009,-53.785349,-29.625145
ctb0003-sm-dnos-191,5796,2009,-53.787398,-29.62342
ctb0003-sm-dnos-192,6350,2009,-53.788318,-29.621231
ctb0003-sm-dnos-193,4052,2009,-53.790046,-29.61797
ctb0003-sm-dnos-194,6161,2009,-53.7917,-29.615567
ctb0003-sm-dnos-195,5846,2009,-53.793258,-29.618216
ctb0003-sm-dnos-196,5746,2009,-53.795506,-29.614269
ctb0003-sm-dnos-197,6030,2009,-53.793946,-29.611541
ctb0003-sm-dnos-198,4892,2009,-53.796737,-29.61049
ctb0003-sm-dnos-199,5018,2009,-53.798536,-29.612433
ctb0003-sm-dnos-200,6388,2009,-53.796745,-29.616664
ctb0003-sm-dnos-201,5832,2009,-53.797217,-29.619087
ctb0003-sm-dnos-202,2885,2009,-53.789514,-29.625137
ctb0003-sm-dnos-203,4022,2009,-53.791354,-29.624543
ctb0003-sm-dnos-204,9191,2009,-53.792262,-29.620957
ctb0003-sm-dnos-205,3424,2009,-53.795304,-29.621054
ctb0003-sm-dnos-206,4820,2009,-53.79328,-29.624849
ctb0003-sm-dnos-207,7358,2009,-53.797944,-29.624563
ctb0003-sm-dnos-208,4844,2009,-53.798718,-29.621531
ctb0003-sm-dnos-209,7009,2009,-53.80126,-29.628894
ctb0003-sm-dnos-210,4927,2009,-53.800734,-29.624383
ctb0003-sm-dnos-211,7286,2009,-53.801974,-29.622385
ctb0003-sm-dnos-212,4752,2009,-53.805302,-29.622928
ctb0003-sm-dnos-213,3463,2009,-53.804503,-29.620519
ctb0003-sm-dnos-214,7594,2009,-53.801228,-29.618387
ctb0003-sm-dnos-215,4471,2009,-53.822924,-29.623346
ctb0003-sm-dnos-216,7533,2009,-53.819207,-29.621771
ctb0003-sm-dnos-217,4549,2009,-53.816321,-29.620647
ctb0003-sm-dnos-218,7128,2009,-53.817553,-29.616431
ctb0003-sm-dnos-219,6221,2009,-53.816231,-29.618045
ctb0003-sm-dnos-220,7258,2009,-53.813617,-29.614749
ctb0003-sm-dnos-221,6734,2009,-53.812664,-29.616864
ctb0003-sm-dnos-222,6401,2009,-53.813449,-29.619463
ctb0003-sm-dnos-223,6026,2009,-53.809642,-29.617424
ctb0003-sm-dnos-224,7868,2009,-53.81223,-29.610305
ctb0003-sm-dnos-225,7126,2009,-53.809643,-29.613359
ctb0003-sm-dnos-226,9274,2009,-53.80738,-29.615494
ctb0003-sm-dnos-227,2079,2009,-53.817121,-29.624174
ctb0003-sm-dnos-228,1465,2009,-53.815956,-29.626721
ctb0003-sm-dnos-229,4428,2009,-53.814091,-29.629407
ctb0003-sm-dnos-230,2835,2009,-53.81169,-29.631197
ctb0003-sm-dnos-231,4077,2009,-53.813642,-29.63279
ctb0003-sm-dnos-232,7371,2009,-53.820196,-29.623587
ctb0003-sm-dnos-233,2704,2009,-53.818971,-29.626035
ctb0003-sm-dnos-234,6318,2009,-53.818497,-29.628662
ctb0003-sm-dnos-235,5692,2009,-53.816122,-29.630581
ctb0003-sm-dnos-236,5400,2009,-53.816982,-29.633061
ctb0003-sm-dnos-237,7812,2009,-53.813183,-29.638562
ctb0003-sm-dnos-238,5472,2009,-53.814983,-29.638336
ctb0003-sm-dnos-239,5403,2009,-53.814512,-29.635772
ctb0003-sm-dnos-240,6192,2009,-53.817575,-29.636101
ctb0003-sm-dnos-241,2846,2009,-53.817617,-29.639731
ctb0003-sm-dnos-242,3786,2009,-53.821581,-29.64418
ctb0003-sm-dnos-243,724,2009,-53.816667,-29.643214
ctb0003-sm-dnos-244,4347,2009,-53.811389,-29.633871
ctb0003-sm-dnos-245,2563,2009,-53.810934,-29.63668
ctb0003-sm-dnos-246,1512,2009,-53.807824,-29.635346
ctb0003-sm-dnos-247,4961,2009,-53.805437,-29.635722
ctb0003-sm-dnos-248,1755,2009,-53.810392,-29.639428
ctb0003-sm-dnos-249,5263,2009,-53.806943,-29.61889
ctb0003-sm-dnos-250,5027,2009,-53.800208,-29.615565
ctb0003-sm-dnos-251,3888,2009,-53.804678,-29.617042
ctb0003-sm-dnos-252,7110,2009,-53.808918,-29.611013
ctb0003-sm-dnos-253,7114,2009,-53.814113,-29.608149
ctb0003-sm-dnos-254,6120,2009,-53.811593,-29.607023
ctb0003-sm-dnos-255,4801,2009,-53.809653,-29.608535
ctb0003-sm-dnos-256,6458,2009,-53.803377,-29.614425
ctb0003-sm-dnos-257,4961,2009,-53.802224,-29.611576
ctb0003-sm-dnos-258,4385,2009,-53.811102,-29.622458
ctb0003-sm-dnos-259,6505,2009,-53.802164,-29.606817
ctb0003-sm-dnos-260,7151,2009,-53.80344,-29.608928
ctb0003-sm-dnos-261,7200,2009,-53.8011,-29.60458
ctb0003-sm-dnos-262,6975,2009,-53.798785,-29.606302
ctb0003-sm-dnos-263,4932,2009,-53.796683,-29.607925
ctb0003-sm-dnos-264,5540,2009,-53.799702,-29.608878
ctb0003-sm-dnos-265,5476,2009,-53.806341,-29.609803
ctb0003-sm-dnos-266,7497,2009,-53.806074,-29.607538
ctb0003-sm-dnos-267,13120,2009,-53.80544,-29.612475
ctb0003-sm-dnos-268,1048,2009,-53.808803,-29.627639
ctb0003-sm-dnos-269,1762,2009,-53.806173,-29.626229
ctb0003-sm-dnos-270,1782,2009,-53.804337,-29.62449
ctb0003-sm-dnos-271,5297,2009,-53.805212,-29.627586
ctb0003-sm-dnos-272,1480,2009,-53.806629,-29.628861
ctb0003-sm-dnos-273,3697,2009,-53.805395,-29.630352
ctb0003-sm-dnos-274,3856,2009,-53.808268,-29.629849
ctb0003-sm-dnos-275,1851,2009,-53.807248,-29.632673
ctb0003-sm-dnos-276,2130,2009,-53.805602,-29.633343
ctb0003-sm-dnos-277,3726,2009,-53.811908,-29.628733
ctb0003-sm-dnos-278,3931,2009,-53.807237,-29.638006
ctb0003-sm-dnos-279,1642,2009,-53.805625,-29.640199
ctb0003-sm-dnos-280,1643,2009,-53.799526,-29.640821
ctb0003-sm-dnos-281,1907,2009,-53.799216,-29.643972
ctb0003-sm-dnos-282,4612,2009,-53.808783,-29.62472
ctb0003-sm-dnos-283,4305,2009,-53.807754,-29.622186
ctb0003-sm-dnos-284,3629,2009,-53.810271,-29.619944
ctb0003-sm-dnos-285,3672,2009,-53.81328,-29.621779
ctb0003-sm-dnos-286,1858,2009,-53.813476,-29.624584
ctb0003-sm-dnos-287,3848,2009,-53.811515,-29.625887
ctb0003-sm-dnos-288,4152,2009,-53.793397,-29.643112
ctb0003-sm-dnos-289,8094,2009,-53.794785,-29.644984
ctb0003-sm-dnos-290,2381,2009,-53.79614,-29.64296
ctb0003-sm-dnos-291,2722,2009,-53.797432,-29.645902
ctb0003-sm-dnos-292,4032,2009,-53.805281,-29.605145
ctb0003-sm-dnos-293,6426,2009,-53.802114,-29.626737
ctb0003-sm-dnos-294,5094,2009,-53.787525,-29.625315
ctb0003-sm-dnos-295,5503,2009,-53.787066,-29.630181
ctb0003-sm-dnos-296,4916,2009,-53.785893,-29.631712
ctb0003-sm-dnos-297,4492,2009,-53.781947,-29.633002
ctb0003-sm-dnos-298,3920,2009,-53.778198,-29.633508
ctb0003-sm-dnos-299,1665,2009,-53.776262,-29.634397
ctb0003-sm-dnos-300,1881,2009,-53.779644,-29.640146
ctb0003-sm-dnos-301,2646,2009,-53.781591,-29.638951
ctb0003-sm-dnos-302,2548,2009,-53.779321,-29.636665
ctb0003-sm-dnos-303,17646,2009,-53.782053,-29.629925
ctb0003-sm-dnos-304,4376,2009,-53.781895,-29.646936
ctb0003-sm-dnos-305,2088,2009,-53.78165,-29.643288
ctb0003-sm-dnos-306,1918,2009,-53.783971,-29.641426
ctb0003-sm-dnos-307,3096,2009,-53.78928,-29.645178
ctb0003-sm-dnos-308,1922,2009,-53.801995,-29.643462
ctb0003-sm-dnos-309,4959,2009,-53.798483,-29.638399
ctb0003-sm-dnos-310,1840,2009,-53.796176,-29.636379
ctb0003-sm-dnos-311,2223,2009,-53.796364,-29.634465
ctb0003-sm-dnos-312,3786,2009,-53.801775,-29.631777
ctb0003-sm-dnos-313,1063,2009,-53.798727,-29.631263
ctb0003-sm-dnos-314,6610,2009,-53.796921,-29.625943
ctb0003-sm-dnos-315,6244,2009,-53.793425,-29.628681
ctb0003-sm-dnos-316,5341,2009,-53.796474,-29.630243
ctb0003-sm-dnos-317,1909,2009,-53.798254,-29.629007
ctb0003-sm-dnos-318,4008,2009,-53.802661,-29.635847
ctb0003-sm-dnos-319,2753,2009,-53.803755,-29.637746
ctb0003-sm-dnos-320,10930,2009,-53.802998,-29.639039
ctb0003-sm-dnos-321,2267,2009,-53.801426,-29.638301
ctb0003-sm-dnos-322,3416,2009,-53.799553,-29.635547
ctb0003-sm-dnos-323,4429,2009,-53.802428,-29.641051
ctb0003-sm-dnos-324,3206,2011,-53.787873,-29.625082
ctb0003-sm-dnos-325,6356,2011,-53.786644,-29.62871
ctb0003-sm-dnos-326,4526,2011,-53.788389,-29.628381
ctb0003-sm-dnos-327,7128,2011,-53.788474,-29.626886
ctb0003-sm-dnos-328,3744,2011,-53.788732,-29.626399
ctb0003-sm-dnos-329,3295,2011,-53.788224,-29.627674
ctb0003-sm-dnos-330,5590,2011,-53.789644,-29.627991
ctb0003-sm-dnos-331,4911,2011,-53.790217,-29.627805
ctb0003-sm-dnos-332,6642,2011,-53.79037,-29.622202
ctb0003-sm-dnos-333,4950,2011,-53.793849,-29.623116
ctb0003-sm-dnos-334,5294,2011,-53.794571,-29.623717
ctb0003-sm-dnos-335,4658,2011,-53.795534,-29.62455
ctb0003-sm-dnos-336,8316,2011,-53.797046,-29.626271
ctb0003-sm-dnos-337,6545,2011,-53.796533,-29.626693
ctb0003-sm-dnos-338,5465,2011,-53.797059,-29.628048
ctb0003-sm-dnos-339,4850,2011,-53.799666,-29.627511
ctb0003-sm-dnos-340,4023,2011,-53.795503,-29.629005
ctb0003-sm-dnos-341,1476,2013,-53.805933,-29.641887
ctb0003-sm-dnos-342,1217,2013,-53.806853,-29.642282
ctb0003-sm-dnos-343,2419,2013,-53.807792,-29.64265
ctb0003-sm-dnos-344,2142,2013,-53.808722,-29.643027
ctb0003-sm-dnos-345,2434,2013,-53.809662,-29.643413
ctb0003-sm-dnos-346,3624,2013,-53.80773,-29.640775
ctb0003-sm-dnos-347,3148,2013,-53.808717,-29.640989
ctb0003-sm-dnos-348,3391,2013,-53.809787,-29.641237
ctb0003-sm-dnos-349,3949,2013,-53.81069,-29.641407
ctb0003-sm-dnos-350,3449,2013,-53.811657,-29.641666
ctb0003-sm-dnos-351,2754,2013,-53.807954,-29.649601
ctb0003-sm-dnos-352,1868,2013,-53.808951,-29.649417
ctb0003-sm-dnos-353,1521,2013,-53.809981,-29.649341
ctb0003-sm-dnos-354,2752,2013,-53.811022,-29.649265
ctb0003-sm-dnos-355,1771,2013,-53.812053,-29.649189
ctb0003-sm-dnos-356,3656,2012,-53.815417,-29.632819
ctb0003-sm-dnos-357,1966,2012,-53.814453,-29.632308
ctb0003-sm-dnos-358,4395,2012,-53.813526,-29.632003
ctb0003-sm-dnos-359,3542,2013,-53.812514,-29.631627
ctb0003-sm-dnos-360,19611,2013,-53.811566,-29.631305
ctb0003-sm-dnos-361,4968,2012,-53.787474,-29.623597
ctb0003-sm-dnos-362,5782,2012,-53.786729,-29.62428
ctb0003-sm-dnos-363,5670,2012,-53.786023,-29.624881
ctb0003-sm-dnos-364,5895,2012,-53.785329,-29.625572
ctb0003-sm-dnos-365,5027,2012,-53.784594,-29.626228
ctb0003-sm-dnos-366,2904,2013,-53.775854,-29.637668
ctb0003-sm-dnos-367,4110,2013,-53.775065,-29.638261
ctb0003-sm-dnos-368,5331,2013,-53.774265,-29.638837
ctb0003-sm-dnos-369,3119,2013,-53.773475,-29.639413
ctb0003-sm-dnos-370,3342,2013,-53.772686,-29.639998
ctb0003-sm-dnos-371,3503,2012,-53.791783,-29.651431
ctb0003-sm-dnos-372,2610,2012,-53.790984,-29.652034
ctb0003-sm-dnos-373,3024,2012,-53.790196,-29.652664
ctb0003-sm-dnos-374,2059,2012,-53.789439,-29.653311
ctb0003-sm-dnos-375,1789,2012,-53.788711,-29.653849
ctb0003-sm-dnos-376,5677,2012,-53.798455,-29.616411
ctb0003-sm-dnos-377,5672,2012,-53.798779,-29.617297
ctb0003-sm-dnos-378,5346,2012,-53.79908,-29.618103
ctb0003-sm-dnos-379,3110,2012,-53.799403,-29.618962
ctb0003-sm-dnos-380,4907,2012,-53.799727,-29.619839
ctb0003-sm-dnos-381,4517,2012,-53.809508,-29.627858
ctb0003-sm-dnos-382,3684,2012,-53.808711,-29.628533
ctb0003-sm-dnos-383,1771,2012,-53.80789,-29.629073
ctb0003-sm-dnos-384,1936,2012,-53.807069,-29.629605
ctb0003-sm-dnos-385,2168,2012,-53.806321,-29.63018
ctb0003-sm-dnos-386,7247,2013,-53.817653,-29.645264
ctb0003-sm-dnos-387,7330,2013,-53.816633,-29.644952
ctb0003-sm-dnos-388,7034,2013,-53.815736,-29.644637
ctb0003-sm-dnos-389,1782,2013,-53.814786,-29.644251
ctb0003-sm-dnos-390,3029,2013,-53.813846,-29.643883
ctb0003-sm-dnos-391,4567,2012,-53.803137,-29.613651
ctb0003-sm-dnos-392,7200,2012,-53.802267,-29.613174
ctb0003-sm-dnos-393,5076,2012,-53.801399,-29.612732
ctb0003-sm-dnos-394,5504,2012,-53.800487,-29.612246
ctb0003-sm-dnos-395,7236,2012,-53.799588,-29.611823
ctb0003-sm-dnos-396,7646,2012,-53.806504,-29.610721
ctb0003-sm-dnos-397,7430,2012,-53.806146,-29.611576
ctb0003-sm-dnos-398,4856,2012,-53.805798,-29.61245
ctb0003-sm-dnos-399,3377,2012,-53.805428,-29.61326
ctb0003-sm-dnos-400,6716,2012,-53.805081,-29.614124
ctb0005-P1,3110,2011,-53.78642589,-29.71285047
ctb0005-P2,6459,2011,-54.1674194,-29.64256845
ctb0005-P3,5912,2011,-54.32826095,-29.64047901
ctb0005-P4,4401,2011,-54.32683918,-29.64036014
ctb0005-P5,7734,2011,-54.343523,-29.64240944
ctb0005-P6,7416,2011,-54.40957212,-29.64827225
ctb0018-1,6927,2011,-60.22921859,-3.25012964
ctb0018-10,7434,2011,-60.22986517,-3.25220902
ctb0018-11,10089,2011,-60.22998889,-3.25238304
ctb0018-12,6284,2011,-60.2290077,-3.25173805
ctb0018-13,4886,2011,-60.22874821,-3.25136598
ctb0018-14,6513,2011,-60.22926863,-3.2521221
ctb0018-15,7632,2011,-60.22954314,-3.25252066
ctb0018-16,10273,2011,-60.22960416,-3.25261831
ctb0018-17,8182,2011,-60.22915782,-3.25274656
ctb0018-18,6253,2011,-60.22925665,-3.25291696
ctb0018-19,8942,2011,-60.2288544,-3.25307152
ctb0018-2,6890,2011,-60.22909094,-3.25027138
ctb0018-20,7265,2011,-60.22895414,-3.25326816
ctb0018-21,7835,2011,-60.22894953,-3.25241271
ctb0018-22,4445,2011,-60.22866304,-3.25202261
ctb0018-23,4336,2011,-60.2284229,-3.2516507
ctb0018-24,4157,2011,-60.22814705,-3.2512804
ctb0018-25,4613,2011,-60.22779132,-3.25154082
ctb0018-26,4015,2011,-60.22805074,-3.25191122
ctb0018-27,5333,2011,-60.22831452,-3.25229117
